pclass,survival,sex,age,fare,embarked_Queenstown,embarked_Southampton,pclass_sex_interaction,cluster
1,1,0,-0.0566319417405785,3.13554898562906,False,True,0,3
1,1,1,-2.012378986425107,2.062683358448342,False,True,1,1
1,0,0,-1.9369369706283552,2.062683358448342,False,True,0,1
1,0,1,0.013008985255265,2.062683358448342,False,True,1,1
1,0,0,-0.3351956497239528,2.062683358448342,False,True,0,1
1,1,1,1.2665456711804493,-0.1803980157889411,False,True,1,1
1,1,0,2.311159576118103,0.7421059309395827,False,True,0,1
1,0,1,0.6397773282178573,-0.6568284708377332,False,True,1,1
1,1,0,1.6147503061596673,0.2669477516075805,False,True,0,1
1,0,1,2.8682869920848515,0.2315070938890038,False,False,1,1
1,0,1,1.1969047441846057,3.4260280147622253,False,False,1,3
1,1,0,-0.8226821386948578,3.4260280147622253,False,False,0,3
1,1,0,-0.4048365767197964,0.5867358608634787,False,False,0,1
1,1,0,-0.2655547227281092,0.7581071901001242,False,True,0,1
1,1,1,3.495055335047444,-0.1184889573863066,False,True,1,1
1,0,1,-0.4048365767197964,3.7848457279765615,False,False,1,3
1,1,0,1.4058275251721364,3.7848457279765615,False,False,0,3
1,1,0,0.1522908392469522,0.712199459047703,False,False,0,1
1,0,1,0.4308545472303265,0.6933575204484868,False,False,1,1
1,1,1,0.5004954742261701,0.2862382634008452,False,True,1,1
1,1,0,1.1969047441846057,0.2862382634008452,False,True,0,1
1,1,1,-0.2655547227281092,-0.1184889573863066,False,False,1,1
1,1,0,0.848700109205388,3.4260280147622253,False,False,0,3
1,1,0,-0.0566319417405785,3.322921839607073,False,True,0,3
1,0,1,-0.3351956497239528,-0.1902675591798302,False,False,1,1
1,1,1,-0.3351956497239528,0.9775559488416948,False,False,1,1
1,1,0,-0.7530412116990143,0.9775559488416948,False,False,0,1
1,1,0,0.3612136202344829,1.7770637047672966,False,True,0,1
1,1,1,-0.126272868736422,-0.1803980157889411,False,True,1,1
1,0,1,1.0576228901929186,-0.0197933799202117,False,True,1,1
1,1,1,0.7094182552137008,-0.1005443069379257,False,False,1,1
1,1,0,0.013008985255265,2.301646813295694,False,True,0,1
1,1,0,1.9629549411388847,-0.1803980157889411,False,True,0,1
1,0,1,0.848700109205388,-0.1803980157889411,False,True,1,1
1,1,0,1.0576228901929186,4.051399190556202,False,False,0,3
1,1,0,-0.5441184307114836,0.3301273038232156,False,True,0,1
1,0,1,0.7790591822095444,-0.1095166321621162,False,True,1,1
1,0,1,1.2665456711804493,0.2493010092736184,False,False,1,1
1,1,0,0.9879819631970752,-0.1593883975103961,False,False,0,1
1,1,0,2.0325958681347287,0.2669477516075805,False,True,0,1
1,1,0,2.102236795130572,0.712199459047703,False,False,0,1
1,1,0,0.7790591822095444,1.7567270144694964,False,False,0,1
1,0,1,1.0576228901929186,-0.1803980157889411,False,True,1,1
1,1,1,0.848700109205388,-0.1851084649980605,False,True,1,1
1,1,0,1.6147503061596673,-0.1643231692058407,False,False,0,1
1,1,1,0.4308545472303265,8.536740368332499,False,False,1,3
1,1,0,1.9629549411388847,8.536740368332499,False,False,0,3
1,0,1,0.2219317662427958,-0.5671052185958287,False,True,1,1
1,0,1,-0.126272868736422,0.1883645383640308,False,True,1,1
1,0,1,-0.8923230656907014,0.1883645383640308,False,True,1,1
1,1,1,-1.310168627665763,1.4965295829679734,False,True,1,1
1,1,0,-1.1012458466782322,1.4965295829679734,False,True,0,1
1,1,1,0.4308545472303265,1.4965295829679734,False,True,1,1
1,1,0,0.4308545472303265,1.4965295829679734,False,True,0,1
1,0,1,1.3361865981762928,-0.1902675591798302,False,True,1,1
1,0,1,0.4308545472303265,0.7581071901001242,False,True,1,1
1,1,0,3.216491627064069,0.7581071901001242,False,True,0,1
1,0,1,1.127263817188762,0.4409355059862472,False,True,1,1
1,1,0,1.1969047441846057,0.4409355059862472,False,True,0,1
1,1,1,-0.1959137957322656,0.2960324410543161,False,True,1,1
1,1,0,0.2219317662427958,0.2960324410543161,False,True,0,1
1,1,0,0.4308545472303265,4.051399190556202,False,False,0,3
1,1,0,0.013008985255265,0.8953837929472137,False,True,0,1
1,1,1,1.0576228901929186,-0.1238723381651005,False,False,1,1
1,0,1,-0.1959137957322656,1.797626551494698,False,False,1,1
1,1,0,-0.2655547227281092,1.797626551494698,False,False,0,1
1,1,0,-0.5441184307114836,2.062683358448342,False,True,0,1
1,0,1,1.1969047441846057,-0.1976697346676474,False,True,1,1
1,1,0,0.6397773282178573,0.8354181958165553,False,False,0,1
1,0,1,0.5004954742261701,0.8354181958165553,False,False,1,1
1,1,0,2.3808005031139468,0.8354181958165553,False,False,0,1
1,1,0,1.7540321601513544,-0.1956509399586241,False,True,0,1
1,0,1,2.798646065089008,0.6172417109973098,False,True,1,1
1,1,0,0.4308545472303265,0.6172417109973098,False,True,0,1
1,1,0,2.3808005031139468,-0.1803980157889411,False,True,0,1
1,0,1,0.6397773282178573,0.6223254717420322,False,False,1,1
1,1,0,0.5701364012220137,0.6223254717420322,False,False,0,1
1,1,1,1.47546845216798,-0.1803980157889411,False,True,1,1
1,1,1,-0.1959137957322656,-0.1095166321621162,False,True,1,1
1,1,0,0.2219317662427958,2.062683358448342,False,True,0,1
1,0,1,0.0826499122511086,0.2762933524780729,False,True,1,1
1,1,0,-0.1959137957322656,0.2762933524780729,False,True,0,1
1,1,1,0.0826499122511086,0.3660166047199773,False,True,1,1
1,1,0,-0.8923230656907014,0.3660166047199773,False,True,0,1
1,1,1,1.6147503061596673,0.8120900963997087,False,True,1,1
1,1,1,-1.797655116636668,0.8120900963997087,False,True,1,2
1,1,0,1.6843912331555109,0.8120900963997087,False,True,0,1
1,0,1,1.4058275251721364,1.2529310069651542,False,False,1,1
1,1,0,-0.1959137957322656,3.7848457279765615,False,False,0,3
1,1,0,1.2665456711804493,1.2529310069651542,False,False,0,1
1,1,0,1.2665456711804493,0.0537796600011741,False,False,0,1
1,1,1,1.3361865981762928,0.3647461091125116,False,False,1,1
1,0,1,0.6397773282178573,-0.1238723381651005,False,False,1,1
1,1,0,-0.4744775037156399,0.8354181958165553,False,False,0,1
1,1,0,0.5701364012220137,3.4260280147622253,False,False,0,3
1,1,0,1.6843912331555109,0.7476401149718146,False,False,0,1
1,0,0,0.4308545472303265,-0.0883563147091058,False,False,0,1
1,1,1,0.4308545472303265,-0.1833139927753622,False,True,1,1
1,0,1,0.013008985255265,-0.1588644208951636,False,False,1,1
1,1,0,-0.4048365767197964,4.062614597086441,False,True,0,3
1,1,0,-0.126272868736422,4.062614597086441,False,True,0,3
1,1,0,-0.4744775037156399,4.062614597086441,False,True,0,3
1,0,1,-0.7530412116990143,4.062614597086441,False,True,1,3
1,0,1,2.3808005031139468,4.062614597086441,False,True,1,3
1,1,0,2.102236795130572,4.062614597086441,False,True,0,3
1,1,0,0.013008985255265,0.3647461091125116,False,False,0,1
1,1,1,1.4058275251721364,1.7414739539204698,False,True,1,1
1,1,1,0.9183410362012316,-0.1593883975103961,False,False,1,1
1,1,0,-0.5441184307114836,0.2314317263571206,False,False,0,1
1,1,1,2.102236795130572,0.7643877890456169,False,False,1,1
1,1,0,1.2665456711804493,0.7643877890456169,False,False,0,1
1,0,1,0.5004954742261701,0.2960324410543161,False,True,1,1
1,1,0,0.3612136202344829,0.2960324410543161,False,True,0,1
1,0,1,1.1969047441846057,0.0340405714249309,False,True,1,1
1,1,0,0.3612136202344829,3.1384650989948244,False,False,0,3
1,1,0,-0.5441184307114836,0.4090837927130671,False,False,0,1
1,1,0,1.0576228901929186,0.4090837927130671,False,False,0,1
1,0,1,-0.4048365767197964,0.7643877890456169,False,False,1,1
1,1,1,1.3361865981762928,0.9421152929175832,False,False,1,1
1,0,1,2.8682869920848515,-0.0349709383524766,False,False,1,1
1,1,1,1.6147503061596673,-0.145405933058878,False,False,1,1
1,1,0,-0.7530412116990143,-0.1184889573863066,False,True,0,1
1,0,1,0.5701364012220137,2.097002340929016,False,True,1,1
1,1,0,1.9629549411388847,2.097002340929016,False,True,0,1
1,1,1,-0.4744775037156399,0.4801140631046622,False,False,1,1
1,1,0,1.0576228901929186,0.4801140631046622,False,False,0,1
1,0,1,1.127263817188762,0.7643877890456169,False,False,1,1
1,1,1,-0.3351956497239528,0.3380534559262653,False,False,1,1
1,1,0,-0.3351956497239528,0.3380534559262653,False,False,0,1
1,1,1,1.2665456711804493,0.7200502436188697,False,False,1,1
1,1,0,1.3361865981762928,0.7200502436188697,False,False,0,1
1,0,1,1.0576228901929186,0.8411011984238858,False,True,1,1
1,1,0,0.3612136202344829,0.8411011984238858,False,True,0,1
1,0,1,0.7094182552137008,-0.6568284708377332,False,True,1,1
1,1,1,-0.1959137957322656,0.7200502436188697,False,False,1,1
1,1,0,-0.4048365767197964,0.8354181958165553,False,False,0,1
1,0,1,1.7540321601513544,1.02099634608588,False,True,1,1
1,1,0,1.5451093791638235,1.02099634608588,False,True,0,1
1,0,1,0.848700109205388,0.1058191732184544,False,True,1,1
1,0,1,1.7540321601513544,0.2404040515813111,False,True,1,1
1,1,0,-0.961963992686545,0.3835879795220562,False,False,0,1
1,1,0,0.9879819631970752,0.3835879795220562,False,False,0,1
1,1,0,1.47546845216798,0.7421059309395827,False,True,0,1
1,0,1,0.848700109205388,0.2762933524780729,False,True,1,1
1,1,0,0.3612136202344829,0.2762933524780729,False,True,0,1
1,1,1,0.3612136202344829,-0.1803980157889411,False,False,1,1
1,1,1,0.5701364012220137,0.9581900695165468,False,True,1,1
1,1,0,0.3612136202344829,0.9581900695165468,False,True,0,1
1,0,0,1.4058275251721364,-0.1415927020164572,False,False,0,1
1,1,1,1.3361865981762928,-0.6568284708377332,False,True,1,1
1,0,1,1.127263817188762,-0.1902675591798302,False,True,1,1
1,0,1,1.4058275251721364,-0.1902675591798302,False,True,1,1
1,0,1,0.187111302744874,3.1384650989948244,False,False,1,3
1,0,1,1.9629549411388847,-0.1238723381651005,False,False,1,1
1,0,1,0.7790591822095444,0.2738259486857002,False,True,1,1
1,1,1,0.848700109205388,0.2862382634008452,False,True,1,1
1,1,0,1.0576228901929186,0.2862382634008452,False,True,0,1
1,1,0,0.6397773282178573,3.13554898562906,False,True,0,3
1,1,0,1.3361865981762928,-0.1915380547872959,False,True,0,1
1,1,0,0.013008985255265,1.2529310069651542,False,False,0,1
1,1,1,0.3612136202344829,8.536740368332499,False,False,1,3
1,0,1,0.848700109205388,-0.1803980157889411,False,True,1,1
1,1,0,1.7540321601513544,-0.1593883975103961,False,False,0,1
1,1,0,-0.961963992686545,0.0501907837454494,False,True,0,1
1,1,0,1.47546845216798,0.0501907837454494,False,True,0,1
1,0,1,-0.0566319417405785,-0.1184889573863066,False,True,1,1
1,1,0,-0.6137593577073271,0.7421059309395827,False,True,0,1
1,0,1,0.013008985255265,0.1596531245635971,False,True,1,1
1,1,0,1.9629549411388847,1.9724360326900927,False,False,0,1
1,1,0,-1.0316049196823889,3.13554898562906,False,True,0,3
1,0,1,0.013008985255265,-0.1902675591798302,False,True,1,1
1,1,0,-0.961963992686545,0.8953837929472137,False,True,0,1
1,0,1,-0.7530412116990143,0.2960324410543161,False,True,1,1
1,1,0,-0.8226821386948578,0.2960324410543161,False,True,0,1
1,1,0,-0.4048365767197964,0.2315070938890038,False,False,0,1
1,0,1,1.127263817188762,0.6933575204484868,False,False,1,1
1,0,1,1.6843912331555109,0.2738259486857002,False,True,1,1
1,1,1,0.4308545472303265,-0.1851084649980605,False,True,1,1
1,0,1,-0.126272868736422,0.8176977996648278,False,False,1,1
1,0,1,2.45044143010979,-0.1803980157889411,False,True,1,1
1,0,1,0.9879819631970752,0.9581900695165468,True,False,1,1
1,1,0,0.2219317662427958,0.9581900695165468,True,False,0,1
1,1,0,0.5004954742261701,0.9581900695165468,True,False,0,1
1,1,1,0.013008985255265,0.379475092556263,False,False,1,1
1,0,1,1.7540321601513544,-0.1095166321621162,False,True,1,1
1,0,1,1.1969047441846057,0.104024735090592,False,True,1,1
1,0,1,0.5004954742261701,-0.1238723381651005,False,False,1,1
1,1,0,0.0826499122511086,1.3758518445919128,False,False,0,1
1,1,0,-0.4744775037156399,1.3758518445919128,False,False,0,1
1,0,1,1.9629549411388847,1.3758518445919128,False,False,1,1
1,1,0,-0.7530412116990143,-0.1851838325299437,False,True,0,1
1,0,1,2.3808005031139468,-0.1902675591798302,False,True,1,1
1,1,0,0.6397773282178573,1.2973439988802464,False,False,0,1
1,1,0,-0.5441184307114836,0.4553665813155798,False,False,0,1
1,0,1,2.45044143010979,0.4553665813155798,False,False,1,1
1,0,1,-0.0914524052385002,-0.1593883975103961,False,False,1,1
1,0,1,1.0924433536908404,-0.145405933058878,False,True,1,1
1,0,1,-0.4744775037156399,1.02099634608588,False,True,1,1
1,0,1,-0.0566319417405785,0.5382852221074583,False,True,1,1
1,1,0,-0.5441184307114836,0.5382852221074583,False,True,0,1
1,0,1,-0.8226821386948578,1.2973439988802464,False,False,1,1
1,1,0,-0.8923230656907014,1.2973439988802464,False,False,0,1
1,1,0,0.013008985255265,1.02099634608588,False,True,0,1
1,1,1,1.5451093791638235,-0.1095166321621162,False,True,1,1
1,0,1,1.1969047441846057,0.2762933524780729,False,True,1,1
1,1,0,1.823673087147198,0.8354181958165553,False,False,0,1
1,0,1,0.5701364012220137,-0.6568284708377332,False,True,1,1
1,0,1,-0.5441184307114836,1.7770637047672966,False,False,1,1
1,1,0,0.9183410362012316,3.13554898562906,False,True,0,3
1,0,1,0.0826499122511086,0.2493010092736184,False,True,1,1
1,1,1,1.0576228901929186,-0.1803980157889411,False,True,1,1
1,1,0,0.2219317662427958,-0.1593883975103961,False,False,0,1
